"Regiao","chr","start","end","XPC_WT","STAT1_WT","STAT2_WT","IRF9_WT","ELK1_WT","occupancy_score","SYMBOL","annotation","distanceToTSS","max_signalValue"
"region_63699","chr19",10835608,10836824,0,1,1,1,0,3,"TMED1","Promoter (<=1kb)",0,10.6037
"region_63806","chr19",12789886,12790613,0,1,1,0,1,3,"JUNB","Promoter (<=1kb)",-873,26.0477
"region_63809","chr19",12793394,12794534,0,1,1,0,1,3,"HOOK2","Promoter (<=1kb)",-812,71.2574
"region_63844","chr19",13151224,13152565,0,1,1,0,1,3,"IER2","Promoter (<=1kb)",809,42.7994
"region_63963","chr19",16185029,16185646,0,1,1,0,1,3,"FAM32A","Promoter (<=1kb)",0,29.02
"region_63991","chr19",16676099,16676752,0,1,1,1,0,3,"TMEM38A","Intron (ENST00000187762.7/79041, intron 1 of 5)",14838,25.2489
"region_64020","chr19",17405277,17406032,0,1,1,1,0,3,"BISPR","Promoter (<=1kb)",0,94.163
"region_64069","chr19",18364926,18365651,0,1,1,1,0,3,"PGPEP1","3' UTR",7420,41.3966
"region_64073","chr19",18379713,18380792,0,1,1,1,0,3,"GDF15","Promoter (1-2kb)",-1378,70.4095
"region_64223","chr19",29606157,29606409,0,1,1,0,1,3,"POP4","Promoter (<=1kb)",0,7.81603
"region_64243","chr19",32373644,32374334,1,1,1,0,0,3,"LOC124904689","Promoter (<=1kb)",-568,44.5368
"region_64276","chr19",33176674,33177522,0,1,1,0,1,3,"LRP3","Promoter (<=1kb)",-81,5.95453
"region_64357","chr19",35458578,35459866,0,1,1,1,0,3,"FFAR2","Exon (ENST00000810156.1/ENST00000810156.1, exon 1 of 3)",10321,60.0885
"region_64495","chr19",39390630,39391641,0,1,1,1,0,3,"PAF1","Promoter (<=1kb)",0,23.7201
"region_64509","chr19",39435568,39436835,0,1,1,0,1,3,"RPS16","Promoter (<=1kb)",0,18.8942
"region_64525","chr19",40090770,40091085,0,1,1,0,1,3,"ZNF780A","Promoter (<=1kb)",0,5.71884
"region_64532","chr19",40284313,40286007,0,1,1,1,0,3,"AKT2","Promoter (<=1kb)",0,29.4479
"region_64535","chr19",40420692,40421632,0,1,1,0,1,3,"SERTAD1","3' UTR",4360,38.7157
"region_64539","chr19",40433226,40434700,0,1,1,1,0,3,"SERTAD1","Distal Intergenic",-7234,50.8321
"region_64576","chr19",41397158,41397941,0,1,1,1,0,3,"EXOSC5","Promoter (<=1kb)",0,16.1762
"region_64580","chr19",41859472,41860532,0,1,1,0,1,3,"RPS19","Promoter (<=1kb)",0,8.86151
"region_64603","chr19",42325254,42325767,0,1,1,0,1,3,"MEGF8","Promoter (<=1kb)",0,12.6632
"region_64624","chr19",42528319,42528999,0,1,1,1,0,3,"CEACAM1","Promoter (<=1kb)",0,23.6282
"region_64641","chr19",43595804,43596833,0,1,1,1,0,3,"IRGQ","Promoter (<=1kb)",0,15.4987
"region_64764","chr19",45423678,45424064,0,1,1,0,1,3,"ERCC1","Promoter (<=1kb)",0,7.45022
"region_64772","chr19",45467127,45467876,0,1,1,0,1,3,"FOSB","Promoter (<=1kb)",-119,6.79289
"region_64840","chr19",46713842,46715291,0,1,1,1,0,3,"PRKD2","Promoter (<=1kb)",0,84.6955
"region_64902","chr19",47315024,47315878,0,1,1,1,0,3,"C5AR1","Intron (ENST00000594787.1/728, intron 2 of 3)",5163,53.4365
"region_64907","chr19",47514631,47516489,0,1,1,1,0,3,"NAPA","Promoter (<=1kb)",0,95.8108
"region_64941","chr19",48259663,48260369,0,1,1,1,0,3,"CARD8","Distal Intergenic",-3717,19.9486
"region_64951","chr19",48354435,48355129,0,1,1,1,0,3,"TMEM143","Intron (ENST00000293261.8/55260, intron 3 of 7)",8545,36.2231
"region_64988","chr19",48868317,48868957,0,1,1,1,0,3,"PLEKHA4","Promoter (<=1kb)",0,35.007
"region_65001","chr19",48966072,48966961,0,1,1,1,0,3,"FTL","Promoter (<=1kb)",763,6.16146
"region_65011","chr19",49149753,49150949,0,1,1,1,0,3,"PPFIA3","Promoter (<=1kb)",0,25.8026
"region_65036","chr19",49665499,49666091,0,1,1,0,1,3,"IRF3","Promoter (<=1kb)",0,65.5807
"region_65056","chr19",50376132,50376818,0,1,1,0,1,3,"NR1H2","Promoter (<=1kb)",0,9.28747
"region_65059","chr19",50804353,50805333,0,1,1,1,0,3,"TMEM277P","Promoter (<=1kb)",0,20.8999
"region_65085","chr19",52269348,52269775,0,1,1,0,1,3,"ZNF766","Promoter (<=1kb)",0,9.13383
"region_65163","chr19",55655034,55655731,0,1,1,0,1,3,"U2AF2","Promoter (<=1kb)",0,13.0239
"region_65168","chr19",56121189,56121769,0,1,1,0,1,3,"LOC124904772","Promoter (<=1kb)",0,32.1227
"region_65174","chr19",56185761,56186199,0,1,1,1,0,3,"GALP","3' UTR",8652,11.228
"region_65212","chr19",58002599,58003093,0,1,1,0,1,3,"ZNF606-AS1","Promoter (<=1kb)",0,8.90634
"region_65219","chr19",58305085,58305809,0,1,1,0,1,3,"ERVK3-1","Promoter (<=1kb)",0,21.8896
"region_65236","chr19",58519379,58520383,0,1,1,0,1,3,"ZBTB45","Promoter (<=1kb)",0,18.6524
"region_65241","chr20",324244,326930,0,1,1,1,0,3,"NRSN2-AS1","Promoter (<=1kb)",0,32.6627
"region_65255","chr20",408051,409369,0,1,1,1,0,3,"RBCK1","Promoter (<=1kb)",0,99.1404
"region_65274","chr20",1122352,1123432,0,1,1,1,0,3,"PSMF1","Intron (ENST00000652336.1/9491, intron 2 of 9)",3742,39.4222
"region_65335","chr20",2469972,2471334,0,1,1,0,1,3,"SNRPB","Promoter (<=1kb)",0,22.675
"region_65436","chr20",5112822,5113503,0,1,1,0,1,3,"TMEM230","Promoter (<=1kb)",0,6.69117
"region_65488","chr20",6465961,6467084,0,1,1,1,0,3,"CASC20","Intron (ENST00000415932.1/101929244, intron 1 of 2)",-6276,45.8113
"region_65528","chr20",7085496,7086046,0,1,1,1,0,3,"LINC01428","Intron (ENST00000425900.1/ENST00000425900.1, intron 1 of 1)",69886,32.7427
"region_65648","chr20",10511489,10512299,1,1,1,0,0,3,"SLX4IP","Intron (ENST00000334534.10/128710, intron 2 of 7)",76184,13.0759
"region_65667","chr20",10848956,10849393,1,1,1,0,0,3,"LOC101929413","Intron (ENST00000667822.1/ENST00000667822.1, intron 1 of 1)",46928,7.66324
"region_65699","chr20",12152829,12153582,0,1,1,1,0,3,"LOC107985406","Distal Intergenic",164624,33.0174
"region_65771","chr20",14406514,14407091,0,1,1,1,0,3,"FLRT3","Intron (ENST00000217246.8/140733, intron 3 of 16)",-68900,24.1499
"region_65813","chr20",14985873,14987176,0,1,1,1,0,3,"MACROD2-AS1","Intron (ENST00000217246.8/140733, intron 5 of 16)",-56338,79.3448
"region_65853","chr20",16729772,16730241,0,1,1,0,1,3,"SNRPB2","Promoter (<=1kb)",0,10.0324
"region_65862","chr20",17679891,17681815,0,1,1,1,0,3,"RRBP1","Promoter (<=1kb)",245,71.4567
"region_65887","chr20",18466736,18467566,0,1,1,1,0,3,"POLR3F","Promoter (<=1kb)",0,19.3701
"region_65991","chr20",23270190,23270973,0,1,1,1,0,3,"LOC105372571","Intron (ENST00000817549.1/ENST00000817549.1, intron 3 of 3)",54379,40.8336
"region_66007","chr20",24992332,24992960,0,1,1,0,1,3,"APMAP","Promoter (<=1kb)",0,6.15746
"region_66055","chr20",31609933,31611236,0,1,1,1,0,3,"MIR3193","Promoter (2-3kb)",2747,67.4805
"region_66265","chr20",35954081,35954982,0,1,1,0,1,3,"CNBD2","Promoter (<=1kb)",0,17.2712
"region_66296","chr20",36950161,36952138,0,1,1,1,0,3,"SAMHD1","Promoter (<=1kb)",0,54.1247
"region_66307","chr20",37527654,37528366,0,1,1,1,0,3,"BLCAP","Promoter (<=1kb)",0,14.6242
"region_66320","chr20",38033068,38033972,0,1,1,0,1,3,"RPRD1B","Promoter (<=1kb)",0,14.6143
"region_66335","chr20",38122452,38123716,0,1,1,1,0,3,"TGM2","Intron (ENST00000618318.1/58490, intron 2 of 2)",10044,86.3513
"region_66344","chr20",38167933,38168731,0,1,1,1,0,3,"TGM2","Promoter (1-2kb)",-1355,52.8654
"region_66369","chr20",40583638,40584114,0,1,1,1,0,3,"LOC107985435","Promoter (<=1kb)",-482,20.7194
"region_66495","chr20",45971539,45972718,0,1,1,1,0,3,"ZNF335","Promoter (<=1kb)",0,13.3238
"region_66560","chr20",49277849,49279570,0,1,1,1,0,3,"SNORD12C","Promoter (<=1kb)",0,102.938
"region_66576","chr20",49700565,49700855,1,1,1,0,0,3,"B4GALT5","Intron (ENST00000371711.4/9334, intron 1 of 8)",13023,7.4311
"region_66581","chr20",49768036,49769030,0,1,1,1,0,3,"LOC105372652","Intron (ENST00000819889.1/105372652, intron 3 of 3)",3355,71.5963
"region_66584","chr20",49776080,49776868,0,1,1,1,0,3,"LOC105372652","Promoter (<=1kb)",-566,28.8391
"region_66621","chr20",50291709,50293491,0,1,1,1,0,3,"LINC01270","Promoter (<=1kb)",0,119.698
"region_66630","chr20",50366305,50367237,0,1,1,1,0,3,"LOC124904928","Distal Intergenic",22389,48.8695
"region_66771","chr20",53595760,53597134,0,1,1,1,0,3,"ZNF217","Promoter (1-2kb)",-1921,53.1962
"region_66786","chr20",53735571,53735875,1,1,1,0,0,3,"LOC124904933","Promoter (<=1kb)",-432,7.77816
"region_66800","chr20",53829984,53830679,0,1,1,1,0,3,"LOC124904934","Distal Intergenic",-14840,26.1225
"region_66808","chr20",53878280,53879653,0,1,1,1,0,3,"SUMO1P1","Promoter (2-3kb)",-2723,52.5419
"region_66813","chr20",53939767,53940236,1,1,1,0,0,3,"BCAS1-AS1","Promoter (<=1kb)",0,5.73392
"region_66849","chr20",58650839,58651399,0,1,1,0,1,3,"STX16-NPEPL1","Promoter (<=1kb)",0,9.43611
"region_66850","chr20",58652052,58653256,0,1,1,1,0,3,"STX16-NPEPL1","Promoter (<=1kb)",0,41.9093
"region_66859","chr20",58991517,58992548,0,1,1,1,0,3,"NELFCD","Promoter (<=1kb)",205,44.6985
"region_66906","chr20",62804699,62805102,0,1,1,1,0,3,"OGFR","Promoter (<=1kb)",0,60.9983
"region_66991","chr21",15210110,15210929,0,1,1,1,0,3,"LOC105369292","Intron (ENST00000673983.1/ENST00000673983.1, intron 2 of 4)",67397,39.0241
"region_66997","chr21",15414092,15414643,0,1,1,1,0,3,"LOC101927745","Intron (ENST00000828213.1/101927745, intron 1 of 6)",-10222,21.0373
"region_67014","chr21",15732098,15732904,0,1,1,1,0,3,"USP25","Promoter (2-3kb)",2073,21.8091
"region_67103","chr21",25457333,25457714,0,1,1,1,0,3,"LINC00158","Intron (ENST00000779086.1/105372753, intron 7 of 7)",-25632,12.9936
"region_67157","chr21",29170760,29171611,0,1,1,1,0,3,"LOC105372767","Intron (ENST00000710354.1/56911, intron 8 of 8)",-6485,41.9009
"region_67187","chr21",29648656,29649882,0,1,1,1,0,3,"GRIK1-AS2","Intron (ENST00000389125.7/2897, intron 6 of 15)",52616,30.8813
"region_67280","chr21",34771498,34771954,1,1,1,0,0,3,"LINC01426","Intron (ENST00000420877.3/100506385, intron 1 of 2)",-7994,7.34604
"region_67379","chr21",38740150,38740507,0,1,1,1,0,3,"LOC107985480","Promoter (<=1kb)",0,16.4537
"region_67382","chr21",38787510,38788405,0,1,1,1,0,3,"LOC107985480","Promoter (2-3kb)",2732,110.148
"region_67417","chr21",41361553,41362361,0,1,1,1,0,3,"MX2","Promoter (<=1kb)",0,24.5522
"region_67418","chr21",41366552,41367297,0,1,1,1,0,3,"MX2","Promoter (2-3kb)",-2788,40.22
"region_67423","chr21",41419820,41421590,0,1,1,1,0,3,"MX1","Promoter (<=1kb)",0,167.788
"region_67426","chr21",41425337,41427454,0,1,1,1,0,3,"MX1","Promoter (<=1kb)",0,198.605
"region_67476","chr21",42734090,42735169,0,1,1,1,0,3,"PDE9A","Promoter (2-3kb)",2332,46.8435
"region_67502","chr21",43352700,43353270,0,1,1,1,0,3,"LINC01679","Distal Intergenic",7453,33.4122
"region_67515","chr21",43718673,43719602,0,1,1,1,0,3,"PDXK","Promoter (<=1kb)",0,42.6934
"region_67633","chr22",17706511,17706970,1,1,1,0,0,3,"BCL2L13","Promoter (<=1kb)",0,20.6505
"region_67655","chr22",18148332,18150722,0,1,1,1,0,3,"USP18","Promoter (<=1kb)",0,94.7649
"region_67880","chr22",25433540,25434028,0,1,1,1,0,3,"LOC124905095","Intron (ENST00000818578.1/124905095, intron 4 of 6)",-11713,22.526
"region_67926","chr22",27932891,27933908,0,1,1,1,0,3,"MIR3199-1","Exon (ENST00000723764.1/ENST00000723764.1, exon 1 of 3)",-12279,75.9939
"region_67956","chr22",28829390,28830215,0,1,1,1,0,3,"LOC107985549","Intron (ENST00000810423.1/107985549, intron 2 of 2)",7667,33.4359
"region_67995","chr22",29414741,29415437,0,1,1,1,0,3,"LOC102723305","Promoter (<=1kb)",36,12.986
"region_68015","chr22",29821190,29822000,1,1,1,0,0,3,"ASCC2","Exon (ENST00000412689.5/84164, exon 5 of 5)",3358,14.8844
"region_68046","chr22",30418571,30419394,0,1,1,1,0,3,"RNF215","Promoter (2-3kb)",2377,41.9452
"region_68083","chr22",31221532,31222308,0,1,1,1,0,3,"LIMK2","Intron (ENST00000462625.1/3985, intron 1 of 2)",9234,54.2116
"region_68099","chr22",31489571,31490343,0,1,1,1,0,3,"EIF4ENIF1","Promoter (<=1kb)",0,16.7634
"region_68127","chr22",32137662,32138564,0,1,1,1,0,3,"C22orf42","Intron (ENST00000716525.1/23782, intron 4 of 4)",11362,28.3618
"region_68143","chr22",32644241,32645228,0,1,1,1,0,3,"LOC105373002","Intron (ENST00000843826.1/105373002, intron 1 of 3)",3044,76.9532
"region_68178","chr22",33563420,33564313,0,1,1,1,0,3,"LARGE1","Intron (ENST00000608642.6/9215, intron 5 of 11)",7940,74.2969
"region_68219","chr22",35647647,35649380,0,1,1,1,0,3,"APOL6","Promoter (<=1kb)",0,90.9173
"region_68240","chr22",36238623,36239865,0,1,1,1,0,3,"APOL2","Promoter (<=1kb)",0,40.5652
"region_68320","chr22",37758604,37759280,0,1,1,1,0,3,"TRIOBP","3' UTR",3722,70.6248
"region_68334","chr22",37896106,37896739,0,1,1,1,0,3,"MICALL1","Distal Intergenic",-8918,29.866
"region_68386","chr22",38705825,38706962,0,1,1,1,0,3,"GTPBP1","Promoter (<=1kb)",0,38.8808
"region_68424","chr22",40094483,40094799,0,1,1,1,0,3,"TNRC6B","Intron (ENST00000301923.13/23112, intron 1 of 23)",49009,19.5122
"region_68460","chr22",40965973,40966345,0,1,1,1,0,3,"RBX1","Promoter (<=1kb)",0,16.5803
"region_68468","chr22",41285705,41287270,0,1,1,1,0,3,"RANGAP1","Promoter (<=1kb)",0,46.6049
"region_68520","chr22",42614729,42615713,1,1,1,0,0,3,"RNU12","Promoter (<=1kb)",0,7.61659
"region_68607","chr22",45742764,45743568,0,1,1,1,0,3,"ATXN10","Promoter (2-3kb)",2254,76.784
"region_68701","chr22",50538635,50540676,0,1,1,1,0,3,"LOC102724608","Promoter (<=1kb)",-432,135.622
"region_68702","chr22",50540822,50542295,0,1,1,1,0,3,"LOC102724608","Promoter (<=1kb)",0,60.9297
"region_68716","chr22",50783530,50783853,0,1,1,1,0,3,"RABL2B","Promoter (<=1kb)",0,7.32322
"region_68815","chrX",12843661,12844803,0,1,1,1,0,3,"TLR7","Distal Intergenic",-22269,103.678
"region_68997","chrX",23556979,23557642,0,1,1,1,0,3,"PRDX4","Distal Intergenic",-106620,31.6784
"region_69040","chrX",27444061,27444508,0,1,1,1,0,3,"PPP4R3C","Distal Intergenic",18833,42.0482
"region_69215","chrX",41009838,41011035,0,1,1,1,0,3,"USP9X","Intron (ENST00000661498.1/ENST00000661498.1, intron 1 of 1)",-74410,106.767
"region_69227","chrX",41331303,41332286,0,1,1,1,0,3,"DDX3X","Promoter (1-2kb)",-1062,73.6565
"region_69278","chrX",43551691,43552611,0,1,1,1,0,3,"MAOA","Distal Intergenic",-102296,22.5476
"region_69316","chrX",44915324,44915991,0,1,1,1,0,3,"KDM6A","Intron (ENST00000676062.1/7403, intron 2 of 29)",41445,43.408
"region_69567","chrX",72181322,72181892,0,1,1,1,0,3,"PIN4","Promoter (<=1kb)",0,11.9825
"region_69862","chrX",118884459,118884934,0,1,1,1,0,3,"LINC01285","Intron (ENST00000634488.1/101928287, intron 6 of 9)",38761,21.5871
"region_69870","chrX",119187132,119187577,0,1,1,1,0,3,"KIAA1210","Distal Intergenic",-36553,22.2748
"region_70059","chrX",131591161,131591645,0,1,1,1,0,3,"IGSF1","Intron (ENST00000651362.2/124905218, intron 2 of 2)",-12262,39.5997
"region_70195","chrX",147911592,147912076,0,1,1,1,0,3,"FMR1-AS1","Promoter (<=1kb)",0,60.0183
"region_70223","chrX",150293372,150293991,0,1,1,1,0,3,"MIR2114","Distal Intergenic",65368,44.6468
